JE Code,Store,Country,Region,Date,Item,Salesperson,List Price,Actual Price,Discount %
I-1564,Tijuana,Mexico,LATAM,7/16/2014,Vacuum Cleaner,Richard Foy,250,240,4.00%
I-1565,Buenos Aires,Argentina,LATAM,11-12-18,Toaster,Ian Grant,50,45,10.00%
I-1566,Tijuana,Mexico,LATAM,01-09-15,Oven,Richard Foy,500,490,2.00%
I-1567,Los Angeles,USA,NA,5/31/2017,Iron,Paul Hirst,30,29,3.33%
I-1568,Paris,France,EMEA,6/16/2017,Blender,Philip Tubbs,50,49,2.00%
I-1569,Moscow,Russia,EMEA,7/13/2014,Air conditioner,Alexander Hillier,700,665,5.00%
I-1570,Bucharest,Romania,EMEA,8/13/2014,Washing Machine,Alan Grant,800,720,10.00%
I-1571,Madria,Spain,EMEA,3/31/2016,Oven,Penelope Freeland,500,500,0.00%
I-1572,Seattle,USA,NA,8/26/2018,Washing Machine,Susan Toye,800,680,15.00%
I-1573,Bangalore,India,APAC,03-07-15,Washing Machine,Delia Muhammad,800,480,40.00%
I-1574,Riyadh,Saudi Arabia,EMEA,04-08-14,Air conditioner,Daniel Battersby,700,602,14.00%
I-1575,Rome,Italy,EMEA,1/13/2018,Vacuum Cleaner,Andrew Hirst,250,220,12.00%
I-1576,Guangzhou,China,APAC,12/23/2015,Oven,Abdul Amos,500,495,1.00%
I-1577,Tokyo,Japan,APAC,02-11-16,Microwave,Rose Rowntree,80,71,11.25%
I-1578,Seoul,South Korea,APAC,3/26/2018,Refrigerator,Roger Scott,1000,530,47.00%
I-1579,New York,USA,NA,11-08-14,Coffee grinder,George Stevenson,70,65,7.14%
I-1580,Buenos Aires,Argentina,LATAM,1/16/2017,Toaster,Kevin Curtis,50,49,2.00%
I-1581,London,UK,EMEA,12-07-17,Iron,Claire Brooks,30,30,0.00%
I-1582,Capetown,South Africa,EMEA,06-08-18,Microwave,Stuart Anderson,80,69,13.75%
I-1583,Bangkok,Thailand,APAC,4/27/2017,Iron,Mayank Ali,30,29,3.33%
I-1584,Seattle,USA,NA,9/20/2016,Blender,Kate Nash,50,43,14.00%
I-1585,Dublin,Ireland,EMEA,09-07-17,Ceiling fan,Penelope Norton,150,149,0.67%
I-1586,Mexico City,Mexico,LATAM,01-04-15,Air conditioner,Denise Rodgers,700,574,18.00%
I-1587,Paris,France,EMEA,4/22/2014,Air conditioner,Christopher Griffith,700,581,17.00%
I-1588,Lima,Peru,LATAM,03-09-14,Toaster,Peter Jago,50,46,8.00%
I-1589,Warsaw,Poland,EMEA,5/31/2014,Refrigerator,Barbara McDevitt,1000,610,39.00%
I-1590,Mexico City,Mexico,LATAM,5/14/2017,Ceiling fan,Jacqueline Green,150,147,2.00%
I-1591,Bogota,Colombia,LATAM,02-08-16,Air conditioner,Margaret Buck,700,602,14.00%
I-1592,Chicago,USA,NA,11/13/2015,Dishwasher,Jeremy Bannister,500,495,1.00%
I-1593,San Fransisco,USA,NA,4/19/2017,Air conditioner,Richard Dewar,700,665,5.00%
I-1594,Amsterdam,Netherlands,EMEA,8/14/2017,Dishwasher,Donald Barratt,500,485,3.00%
I-1595,Moscow,Russia,EMEA,12-04-18,Microwave,Zulfiqar Mirza,80,79,1.25%
I-1596,Tel Aviv,Israel,EMEA,11/22/2018,Refrigerator,John Verma,1000,540,46.00%
I-1597,Tel Aviv,Israel,EMEA,10-12-15,Microwave,Maureen Reynolds,80,70,12.50%
I-1598,Seoul,South Korea,APAC,02-10-18,Blender,Martin Birch,50,49,2.00%
I-1599,Madria,Spain,EMEA,01-11-15,Microwave,Philip Sutherland,80,62,22.50%
I-1600,Shenzhen,China,APAC,1/13/2017,Ceiling fan,Joanne Ripley,150,143,4.67%
I-1601,Cairo,Egypt,EMEA,4/18/2018,Iron,John Barnett,30,26,13.33%
I-1602,Santiago,Chile,LATAM,7/23/2017,Vacuum Cleaner,Jason Edmund,250,248,0.80%
I-1603,Amsterdam,Netherlands,EMEA,8/15/2018,Toaster,Allyson Rush,50,44,12.00%
I-1604,Athens,Greece,EMEA,8/22/2015,Vacuum Cleaner,Olivia Reynolds,250,173,30.80%
I-1605,Bangkok,Thailand,APAC,4/30/2016,Refrigerator,Olive Foster,1000,850,15.00%
I-1606,Shanghai,China,APAC,5/15/2014,Toaster,Jonathan Will,50,40,20.00%
I-1607,Dubai,UAE,EMEA,1/15/2016,Vacuum Cleaner,Rachel Clayton,250,218,12.80%
I-1608,Tokyo,Japan,APAC,8/15/2016,Microwave,Nicholas Goude,80,79,1.25%
I-1609,New York,USA,NA,4/26/2014,Blender,John Bull,50,40,20.00%
I-1610,Osaka,Japan,APAC,04-12-18,Blender,Jill Thompson,50,44,12.00%
I-1611,Birmingham,UK,EMEA,10/20/2014,Air conditioner,Susan Reay,700,553,21.00%
I-1612,Riyadh,Saudi Arabia,EMEA,07-07-17,Coffee grinder,Heather Murray,70,66,5.71%
I-1613,Birmingham,UK,EMEA,07-10-17,Refrigerator,Robert Stocks,1000,920,8.00%
I-1614,Lima,Peru,LATAM,05-09-18,Toaster,Kevin Goad,50,50,0.00%
I-1615,Ho Chi Minh City,Vietnam,APAC,8/28/2015,Coffee grinder,Terence Jones,70,53,24.29%
I-1616,Los Angeles,USA,NA,04-04-14,Refrigerator,Chandrakant Atkins,1000,780,22.00%
I-1617,Seoul,South Korea,APAC,4/20/2015,Air conditioner,James Gahagan,700,686,2.00%
I-1618,Seattle,USA,NA,10/22/2014,Ceiling fan,Kate Nash,150,108,28.00%
I-1619,Cairo,Egypt,EMEA,6/16/2018,Refrigerator,David Amos,1000,880,12.00%
I-1620,Seoul,South Korea,APAC,7/13/2014,Washing Machine,Roger Scott,800,560,30.00%
I-1621,Seoul,South Korea,APAC,3/16/2016,Refrigerator,Suzanna Davies,1000,930,7.00%
I-1622,Moscow,Russia,EMEA,04-03-17,Air conditioner,May Wilmot,700,693,1.00%
I-1623,New York,USA,NA,10-07-15,Iron,George Stevenson,30,26,13.33%
I-1624,Seattle,USA,NA,05-07-18,Iron,Kate Nash,30,29,3.33%
I-1625,Kansas City,USA,NA,10-02-14,Iron,Kirsty Amos,30,30,0.00%
I-1626,Madria,Spain,EMEA,8/22/2015,Ceiling fan,Roy Nunes,150,143,4.67%
I-1627,Buenos Aires,Argentina,LATAM,7/24/2015,Vacuum Cleaner,Simon Snape,250,208,16.80%
I-1628,Amsterdam,Netherlands,EMEA,10/20/2016,Dishwasher,Christopher Hurren,500,455,9.00%
I-1629,Paris,France,EMEA,9/22/2015,Vacuum Cleaner,Christopher Griffith,250,155,38.00%
I-1630,Berlin,Germany,EMEA,9/29/2015,Iron,Paul Mannion,30,27,10.00%
I-1631,Capetown,South Africa,EMEA,09-02-15,Dishwasher,Lucy Downs,500,485,3.00%
I-1632,Chicago,USA,NA,8/16/2014,Blender,Richard Hughes,50,49,2.00%
I-1633,Ho Chi Minh City,Vietnam,APAC,11-03-17,Dishwasher,Austin Parsons,500,450,10.00%
I-1634,Ho Chi Minh City,Vietnam,APAC,05-03-16,Toaster,Ken Rogerson,50,49,2.00%
I-1635,New York,USA,NA,12-02-14,Ceiling fan,Stephen Cohen,150,111,26.00%
I-1636,Vienna,Austria,EMEA,08-05-17,Iron,Jesus Timmins,30,29,3.33%
I-1637,Rome,Italy,EMEA,2/17/2015,Toaster,Steven Bell,50,35,30.00%
I-1638,Warsaw,Poland,EMEA,7/24/2017,Coffee grinder,Gary Mistry,70,69,1.43%
I-1639,Lima,Peru,LATAM,02-10-15,Vacuum Cleaner,Michael Wood,250,218,12.80%
I-1640,Seoul,South Korea,APAC,10-10-18,Air conditioner,Suzanna Davies,700,672,4.00%
I-1641,Kuala Lumpur,Malaysia,APAC,11/16/2016,Refrigerator,Harold Lunn,1000,950,5.00%
I-1642,Bucharest,Romania,EMEA,1/18/2015,Blender,Kevin Ross,50,50,0.00%
I-1643,Mexico City,Mexico,LATAM,10/24/2015,Air conditioner,James Anthony,700,651,7.00%
I-1644,Istanbul,Turkey,EMEA,12/16/2014,Dishwasher,Anthony Rothery,500,465,7.00%
I-1645,Seoul,South Korea,APAC,05-01-17,Blender,Iftikhar Haywood,50,48,4.00%
I-1646,Kansas City,USA,NA,12/14/2015,Ceiling fan,Nick Gee,150,144,4.00%
I-1647,Jerusalem,Israel,EMEA,7/13/2017,Toaster,Harold Charters,50,46,8.00%
I-1648,Paris,France,EMEA,07-08-15,Microwave,Caroline Eccles,80,70,12.50%
I-1649,New York,USA,NA,10/26/2018,Washing Machine,Stephen Cohen,800,776,3.00%
I-1650,Bogota,Colombia,LATAM,8/28/2016,Blender,Shelley Mannix,50,47,6.00%
I-1651,Delhi,India,APAC,06-10-14,Blender,Francis Hughes,50,50,0.00%
I-1652,Riyadh,Saudi Arabia,EMEA,11/20/2014,Blender,Kelly Owen,50,48,4.00%
I-1653,Sydney,Australia,APAC,05-04-14,Toaster,James White,50,39,22.00%
I-1654,Ho Chi Minh City,Vietnam,APAC,04-02-18,Oven,Michael Bell,500,500,0.00%
I-1655,Kansas City,USA,NA,06-04-17,Coffee grinder,David Rodrigues,70,64,8.57%
I-1656,Berlin,Germany,EMEA,8/31/2018,Oven,Paul Sherwin,500,495,1.00%
I-1657,Tijuana,Mexico,LATAM,04-09-16,Microwave,Richard Foy,80,70,12.50%
I-1658,Istanbul,Turkey,EMEA,12-02-14,Iron,George Sherwin,30,29,3.33%
I-1659,Santiago,Chile,LATAM,07-09-17,Washing Machine,Julia Hammond,800,680,15.00%
I-1660,Tokyo,Japan,APAC,04-08-16,Toaster,Ken Mishra,50,49,2.00%
I-1661,Chicago,USA,NA,11-01-18,Oven,Amelia Scott,500,495,1.00%
I-1662,Sydney,Australia,APAC,10/13/2016,Refrigerator,Stephen Neville,1000,510,49.00%
I-1663,Tijuana,Mexico,LATAM,9/20/2014,Oven,Kevin McLauchlin,500,495,1.00%
I-1664,Buenos Aires,Argentina,LATAM,10/22/2014,Iron,Simon Snape,30,26,13.33%
I-1665,Tokyo,Japan,APAC,05-11-15,Washing Machine,Alexander Uddin,800,656,18.00%
I-1666,Birmingham,UK,EMEA,09-01-14,Ceiling fan,Stephen Muhammad,150,141,6.00%
I-1667,Toronto,Canada,NA,2/22/2018,Microwave,Michael Patel,80,80,0.00%
I-1668,Dubai,UAE,EMEA,10/14/2017,Washing Machine,Nicholas Timbrell,800,784,2.00%
I-1669,Bangkok,Thailand,APAC,11/16/2018,Washing Machine,Olive Foster,800,776,3.00%
I-1670,Berlin,Germany,EMEA,4/22/2016,Coffee grinder,John Gunter,70,69,1.43%
I-1671,Santiago,Chile,LATAM,2/18/2015,Washing Machine,Bruce McPhee,800,632,21.00%
I-1672,Sydney,Australia,APAC,10-11-15,Oven,Robert Faulkner,500,500,0.00%
I-1673,Toronto,Canada,NA,11-08-15,Oven,Nick Blacklock,500,490,2.00%
I-1674,Lima,Peru,LATAM,8/18/2017,Coffee grinder,Rachel Howard,70,64,8.57%
I-1675,Bucharest,Romania,EMEA,3/23/2014,Blender,Kevin Ross,50,50,0.00%
I-1676,Bucharest,Romania,EMEA,11/29/2016,Toaster,Constance Tidey,50,48,4.00%
I-1677,Dublin,Ireland,EMEA,8/17/2018,Dishwasher,John Curtis,500,495,1.00%
I-1678,Madria,Spain,EMEA,06-03-16,Washing Machine,Catherine Gagg,800,760,5.00%
I-1679,Los Angeles,USA,NA,04-02-17,Coffee grinder,Anthony Procter,70,65,7.14%
I-1680,Osaka,Japan,APAC,11/27/2014,Coffee grinder,Colin Patel,70,67,4.29%
I-1681,San Fransisco,USA,NA,4/29/2016,Oven,Robert Tattersall,500,490,2.00%
I-1682,Moscow,Russia,EMEA,08-05-17,Ceiling fan,Diane Batty,150,147,2.00%
I-1683,Dubai,UAE,EMEA,12/17/2017,Oven,Brenda Lightfoot,500,500,0.00%
I-1684,New York,USA,NA,10-11-18,Iron,Stephen Cohen,30,28,6.67%
I-1685,Tokyo,Japan,APAC,7/23/2015,Washing Machine,Ken Mishra,800,600,25.00%
I-1686,Seoul,South Korea,APAC,06-09-18,Washing Machine,James Gahagan,800,552,31.00%
I-1687,Jerusalem,Israel,EMEA,03-02-17,Blender,Abu Moore,50,46,8.00%
I-1688,Bucharest,Romania,EMEA,11/29/2015,Iron,Geoffrey Shiner,30,29,3.33%
I-1689,Dubai,UAE,EMEA,12-02-15,Washing Machine,Frank Murray,800,680,15.00%
I-1690,Shenzhen,China,APAC,8/25/2014,Oven,Joanne Ripley,500,495,1.00%
I-1691,Guangzhou,China,APAC,07-07-15,Vacuum Cleaner,Wolfgang Carvalho,250,205,18.00%
I-1692,Capetown,South Africa,EMEA,8/29/2016,Toaster,Noel Bull,50,48,4.00%
I-1693,Dublin,Ireland,EMEA,02-09-16,Microwave,Robert Harris,80,78,2.50%
I-1694,Riyadh,Saudi Arabia,EMEA,5/29/2017,Washing Machine,Daniel Battersby,800,552,31.00%
I-1695,Vienna,Austria,EMEA,12-07-14,Oven,Peter Thompson,500,495,1.00%
I-1696,Kansas City,USA,NA,06-03-16,Refrigerator,Robert Arnold,1000,1000,0.00%
I-1697,Lima,Peru,LATAM,1/28/2016,Toaster,Lloyd Norton,50,43,14.00%
I-1698,Shanghai,China,APAC,03-02-18,Vacuum Cleaner,Glenys Raymond,250,250,0.00%
I-1699,Cairo,Egypt,EMEA,8/26/2015,Iron,Marek Kwiatkowski,30,23,23.33%
I-1700,Bangkok,Thailand,APAC,05-01-15,Oven,John Jenkins,500,490,2.00%
I-1701,Sao Paolo,Brazil,LATAM,11-06-14,Dishwasher,Cheryl Tubbs,500,425,15.00%
I-1702,Dubai,UAE,EMEA,06-05-18,Vacuum Cleaner,Rachel Clayton,250,223,10.80%
I-1703,Los Angeles,USA,NA,10/27/2017,Air conditioner,Heather Beck,700,693,1.00%
I-1704,Seattle,USA,NA,7/13/2017,Ceiling fan,Lesleyann Pope,150,147,2.00%
I-1705,Shanghai,China,APAC,03-10-18,Iron,Glenys Raymond,30,26,13.33%
I-1706,Vienna,Austria,EMEA,8/20/2016,Iron,Raymond Denning,30,29,3.33%
I-1707,Guangzhou,China,APAC,05-10-14,Ceiling fan,Mark Searle,150,105,30.00%
I-1708,Toronto,Canada,NA,2/19/2018,Blender,Michael Patel,50,50,0.00%
I-1709,Bucharest,Romania,EMEA,10/21/2014,Washing Machine,Nicola Hewitt,800,480,40.00%
I-1710,Buenos Aires,Argentina,LATAM,07-04-16,Oven,Simon Snape,500,500,0.00%
I-1711,Toronto,Canada,NA,4/21/2014,Toaster,Nick Blacklock,50,40,20.00%
I-1712,Seattle,USA,NA,7/23/2017,Refrigerator,Susan Toye,1000,620,38.00%
I-1713,Moscow,Russia,EMEA,04-04-14,Toaster,Rita Hill,50,50,0.00%
I-1714,Delhi,India,APAC,8/29/2015,Ceiling fan,Roy Johnson,150,98,34.67%
I-1715,Madria,Spain,EMEA,7/26/2017,Air conditioner,Paul Long,700,700,0.00%
I-1716,Ho Chi Minh City,Vietnam,APAC,4/29/2014,Toaster,Irene Skiba,50,37,26.00%
I-1717,Bangkok,Thailand,APAC,10-07-17,Iron,John Jenkins,30,29,3.33%
I-1718,Moscow,Russia,EMEA,10/20/2015,Air conditioner,Zulfiqar Mirza,700,679,3.00%
I-1719,Tijuana,Mexico,LATAM,06-09-15,Oven,Kevin McLauchlin,500,495,1.00%
I-1720,Toronto,Canada,NA,7/23/2014,Blender,David Shiner,50,36,28.00%
I-1721,Dubai,UAE,EMEA,08-01-15,Toaster,Frank Murray,50,48,4.00%
I-1722,London,UK,EMEA,12/30/2017,Dishwasher,Nicola Williams,500,475,5.00%
I-1723,Vienna,Austria,EMEA,3/27/2016,Toaster,Marie Hewitt,50,43,14.00%
I-1724,Buenos Aires,Argentina,LATAM,2/26/2018,Vacuum Cleaner,Ronald Rowlands,250,235,6.00%
I-1725,Paris,France,EMEA,08-04-18,Blender,Melanie Fletcher,50,43,14.00%
I-1726,Mexico City,Mexico,LATAM,10/26/2015,Iron,Denise Rodgers,30,26,13.33%
I-1727,Tijuana,Mexico,LATAM,9/24/2015,Coffee grinder,Stephen Carlin,70,53,24.29%
I-1728,Osaka,Japan,APAC,7/17/2017,Ceiling fan,Peter Walker,150,149,0.67%
I-1729,Rome,Italy,EMEA,5/18/2018,Vacuum Cleaner,Michael Toy,250,228,8.80%
I-1730,Paris,France,EMEA,5/16/2016,Coffee grinder,Philip Tubbs,70,64,8.57%
I-1731,Istanbul,Turkey,EMEA,06-07-16,Iron,Ian McCartan,30,27,10.00%
I-1732,Jerusalem,Israel,EMEA,11/28/2016,Washing Machine,Emma Westbrook,800,648,19.00%
I-1733,Los Angeles,USA,NA,10-05-15,Iron,Paul Hirst,30,30,0.00%
I-1734,Birmingham,UK,EMEA,4/16/2014,Washing Machine,Susan Goude,800,488,39.00%
I-1735,Tel Aviv,Israel,EMEA,07-05-14,Air conditioner,Steven Green,700,546,22.00%
I-1736,Chicago,USA,NA,09-09-16,Vacuum Cleaner,Marie Foster,250,248,0.80%
I-1737,Prague,Czech Republic,EMEA,10-08-16,Vacuum Cleaner,Rachel Blane,250,243,2.80%
I-1738,Bangkok,Thailand,APAC,12/28/2018,Toaster,Olive Foster,50,49,2.00%
I-1739,Chicago,USA,NA,8/26/2016,Vacuum Cleaner,Barry Baldwin,250,250,0.00%
I-1740,Istanbul,Turkey,EMEA,1/21/2018,Toaster,Mark Buntain,50,47,6.00%
I-1741,Kansas City,USA,NA,6/25/2016,Air conditioner,Nick Gee,700,644,8.00%
I-1742,Ho Chi Minh City,Vietnam,APAC,11/22/2017,Oven,Susan Passey,500,495,1.00%
I-1743,Bangalore,India,APAC,5/18/2018,Air conditioner,Francis Walsh,700,644,8.00%
I-1744,Tel Aviv,Israel,EMEA,10-05-18,Air conditioner,Frances Weller,700,651,7.00%
I-1745,Ho Chi Minh City,Vietnam,APAC,9/27/2015,Washing Machine,Susan Dixon,800,752,6.00%
I-1746,Paris,France,EMEA,4/16/2018,Vacuum Cleaner,Barry Smith,250,233,6.80%
I-1747,Riyadh,Saudi Arabia,EMEA,11/20/2014,Washing Machine,Victoria Sherwin,800,480,40.00%
I-1748,Riyadh,Saudi Arabia,EMEA,11-10-17,Refrigerator,Daniel Battersby,1000,810,19.00%
I-1749,Mexico City,Mexico,LATAM,6/17/2017,Washing Machine,Phillip Clarke,800,552,31.00%
I-1750,Mexico City,Mexico,LATAM,12/30/2018,Blender,James Anthony,50,48,4.00%
I-1751,Shanghai,China,APAC,3/28/2017,Coffee grinder,Glenys Raymond,70,70,0.00%
I-1752,Sydney,Australia,APAC,3/16/2018,Refrigerator,Susan Luker,1000,930,7.00%
I-1753,Berlin,Germany,EMEA,11/27/2018,Vacuum Cleaner,John Gunter,250,250,0.00%
I-1754,Shenzhen,China,APAC,12/25/2015,Air conditioner,Ronald Butler,700,469,33.00%
I-1755,Bucharest,Romania,EMEA,10-11-16,Coffee grinder,Bruce Neville,70,69,1.43%
I-1756,Athens,Greece,EMEA,6/14/2014,Air conditioner,Martin Timmins,700,630,10.00%
I-1757,Delhi,India,APAC,11/13/2017,Microwave,Tessa Morrow,80,78,2.50%
I-1758,Mexico City,Mexico,LATAM,05-07-17,Toaster,Phillip Clarke,50,49,2.00%
I-1759,Bogota,Colombia,LATAM,8/30/2014,Refrigerator,Antony Westlake,1000,750,25.00%
I-1760,Jerusalem,Israel,EMEA,01-08-14,Toaster,Susan Carley,50,37,26.00%
I-1761,Warsaw,Poland,EMEA,11-08-18,Iron,Anthony Connolly,30,28,6.67%
I-1762,Shanghai,China,APAC,2/21/2018,Oven,Michelle Murray,500,500,0.00%
I-1763,Bangkok,Thailand,APAC,12/31/2018,Iron,Martin Gee,30,29,3.33%
I-1764,San Fransisco,USA,NA,9/23/2014,Ceiling fan,James Stephen,150,110,26.67%
I-1765,Riyadh,Saudi Arabia,EMEA,6/17/2015,Coffee grinder,John Craig,70,50,28.57%
I-1766,Berlin,Germany,EMEA,06-02-18,Washing Machine,David Townsend,800,760,5.00%
I-1767,Amsterdam,Netherlands,EMEA,05-10-18,Coffee grinder,Danny Grant,70,68,2.86%
I-1768,Tijuana,Mexico,LATAM,2/24/2016,Refrigerator,Paul Skiba,1000,960,4.00%
I-1769,Birmingham,UK,EMEA,12/19/2017,Microwave,Susan Goude,80,80,0.00%
I-1770,Vienna,Austria,EMEA,01-09-18,Washing Machine,Paul Munday,800,776,3.00%
I-1771,Tokyo,Japan,APAC,8/27/2017,Washing Machine,Basil Bell,800,560,30.00%
I-1772,Birmingham,UK,EMEA,10/17/2017,Blender,Robert Reed,50,46,8.00%
I-1773,Los Angeles,USA,NA,4/26/2014,Coffee grinder,Ellen Lillie,70,57,18.57%
I-1774,Jerusalem,Israel,EMEA,12-05-16,Microwave,Isla Parsons,80,78,2.50%
I-1775,Prague,Czech Republic,EMEA,9/24/2017,Microwave,Christopher Martin,80,78,2.50%
I-1776,Dublin,Ireland,EMEA,7/29/2018,Vacuum Cleaner,Alison Younger,250,250,0.00%
I-1777,Kansas City,USA,NA,7/30/2014,Iron,Xun Simms,30,29,3.33%
I-1778,Prague,Czech Republic,EMEA,11-08-15,Blender,Nick Denny,50,33,34.00%
I-1779,Amsterdam,Netherlands,EMEA,01-02-17,Refrigerator,David Dorey,1000,880,12.00%
I-1780,Osaka,Japan,APAC,10/13/2015,Dishwasher,Peter Walker,500,305,39.00%
I-1781,Dublin,Ireland,EMEA,6/27/2014,Air conditioner,Robert Harris,700,665,5.00%
I-1782,Dubai,UAE,EMEA,09-02-18,Dishwasher,David Romero,500,100,80.00%
I-1783,Capetown,South Africa,EMEA,3/19/2017,Oven,Marcus Jacob,500,500,0.00%
I-1784,Shenzhen,China,APAC,10/25/2015,Microwave,Phillip Humphreys,80,65,18.75%
I-1785,New York,USA,NA,4/27/2017,Air conditioner,Robert Salisbury,700,651,7.00%
I-1786,Guangzhou,China,APAC,08-05-17,Ceiling fan,Mark Searle,150,141,6.00%
I-1787,Guangzhou,China,APAC,8/15/2018,Vacuum Cleaner,Donald Higgs,250,240,4.00%
I-1788,Shenzhen,China,APAC,02-12-15,Coffee grinder,Edward Jenkins,70,57,18.57%
I-1789,Los Angeles,USA,NA,9/21/2014,Oven,Ron Goodman,500,495,1.00%
I-1790,Seoul,South Korea,APAC,3/16/2017,Iron,Martin Birch,30,29,3.33%
I-1791,San Fransisco,USA,NA,08-10-16,Air conditioner,Saffron Cruse,700,595,15.00%
I-1792,Rome,Italy,EMEA,11/23/2016,Vacuum Cleaner,Andrew Hirst,250,213,14.80%
I-1793,Delhi,India,APAC,10/16/2018,Ceiling fan,David Johnson,150,129,14.00%
I-1794,Seoul,South Korea,APAC,1/15/2015,Iron,Mark Brook,30,29,3.33%
I-1795,Moscow,Russia,EMEA,11-09-18,Blender,Zulfiqar Mirza,50,49,2.00%
I-1796,Paris,France,EMEA,11-06-14,Dishwasher,Joanne Sayer,500,370,26.00%
I-1797,Toronto,Canada,NA,1/30/2016,Iron,Michael Patel,30,26,13.33%
I-1798,Berlin,Germany,EMEA,06-09-17,Vacuum Cleaner,Paul Mannion,250,243,2.80%
I-1799,Shenzhen,China,APAC,2/24/2015,Refrigerator,Fatima James,1000,700,30.00%
I-1800,San Fransisco,USA,NA,11/18/2018,Blender,Patricia Sewell,50,43,14.00%
I-1801,Buenos Aires,Argentina,LATAM,7/14/2017,Washing Machine,Lisa Wood,800,440,45.00%
I-1802,London,UK,EMEA,3/15/2017,Microwave,Claire Brooks,80,80,0.00%
I-1803,Kansas City,USA,NA,03-09-15,Coffee grinder,David Rodrigues,70,63,10.00%
I-1804,Tel Aviv,Israel,EMEA,09-01-14,Air conditioner,John Verma,700,672,4.00%
I-1805,Sao Paolo,Brazil,LATAM,08-03-18,Oven,Stephen Smith,500,490,2.00%
I-1806,Berlin,Germany,EMEA,11/23/2015,Washing Machine,David Townsend,800,592,26.00%
I-1807,Berlin,Germany,EMEA,2/17/2017,Toaster,John Gunter,50,46,8.00%
I-1808,Lima,Peru,LATAM,2/23/2017,Blender,Claire Storey,50,50,0.00%
I-1809,New York,USA,NA,01-04-18,Blender,Robert Salisbury,50,48,4.00%
I-1810,Sydney,Australia,APAC,06-09-17,Blender,Susan Luker,50,47,6.00%
I-1811,Lima,Peru,LATAM,01-07-14,Coffee grinder,Peter Jago,70,63,10.00%
I-1812,Paris,France,EMEA,12/22/2018,Vacuum Cleaner,Rory Bullion,250,243,2.80%
I-1813,San Fransisco,USA,NA,5/14/2016,Oven,John Osborne,500,500,0.00%
I-1814,Prague,Czech Republic,EMEA,11/26/2016,Oven,Rachel Blane,500,495,1.00%
I-1815,Shanghai,China,APAC,10-07-14,Washing Machine,Paul Power,800,648,19.00%
I-1816,Buenos Aires,Argentina,LATAM,3/21/2015,Iron,Naeem Perry,30,20,33.33%
I-1817,Guangzhou,China,APAC,10-03-15,Air conditioner,Abdul Amos,700,462,34.00%
I-1818,Dubai,UAE,EMEA,7/17/2016,Iron,Roy Connelly,30,29,3.33%
I-1819,Berlin,Germany,EMEA,1/16/2017,Coffee grinder,John Gunter,70,66,5.71%
I-1820,Dubai,UAE,EMEA,8/13/2017,Refrigerator,Rachel Clayton,1000,690,31.00%
I-1821,Mexico City,Mexico,LATAM,02-10-16,Coffee grinder,Brendon Dyer,70,69,1.43%
I-1822,Warsaw,Poland,EMEA,11/25/2017,Iron,Hin Bragg,30,27,10.00%
I-1823,Shanghai,China,APAC,9/16/2017,Vacuum Cleaner,Craig Johnson,250,225,10.00%
I-1824,Buenos Aires,Argentina,LATAM,1/14/2017,Oven,Simon Snape,500,500,0.00%
I-1825,Jerusalem,Israel,EMEA,06-10-16,Blender,Isla Parsons,50,45,10.00%
I-1826,Paris,France,EMEA,06-04-14,Ceiling fan,Ketan Bryan,150,137,8.67%
I-1827,Istanbul,Turkey,EMEA,05-03-17,Dishwasher,Ian McCartan,500,455,9.00%
I-1828,Birmingham,UK,EMEA,12/17/2018,Oven,Robert Reed,500,500,0.00%
I-1829,Tokyo,Japan,APAC,12/27/2016,Air conditioner,Kenneth Bullion,700,644,8.00%
I-1830,Guangzhou,China,APAC,06-01-14,Ceiling fan,Donald Higgs,150,123,18.00%
I-1831,Moscow,Russia,EMEA,11/20/2016,Dishwasher,Rita Hill,500,475,5.00%
I-1832,Vienna,Austria,EMEA,1/28/2018,Refrigerator,Noel Hardy,1000,750,25.00%
I-1833,Osaka,Japan,APAC,4/17/2018,Ceiling fan,Kyle Walter,150,150,0.00%
I-1834,Vienna,Austria,EMEA,12/15/2018,Coffee grinder,Gillian Rodrigues,70,63,10.00%
I-1835,Prague,Czech Republic,EMEA,11-12-15,Coffee grinder,Stephen Nolan,70,57,18.57%
I-1836,Paris,France,EMEA,01-02-18,Ceiling fan,Nicola Rea,150,143,4.67%
I-1837,Toronto,Canada,NA,7/19/2018,Iron,Robin Hall,30,27,10.00%
I-1838,Rome,Italy,EMEA,04-04-17,Washing Machine,Peter Allan,800,648,19.00%
I-1839,Dublin,Ireland,EMEA,1/31/2015,Refrigerator,Penelope Norton,1000,970,3.00%
I-1840,Bogota,Colombia,LATAM,6/19/2016,Coffee grinder,David Finnie,70,67,4.29%
I-1841,Tokyo,Japan,APAC,8/18/2017,Refrigerator,Pauline Pope,1000,890,11.00%
I-1842,New York,USA,NA,03-08-15,Air conditioner,Barbara Turner,700,476,32.00%
I-1843,Capetown,South Africa,EMEA,01-07-15,Coffee grinder,Lucy Downs,70,52,25.71%
I-1844,Tokyo,Japan,APAC,09-10-18,Air conditioner,Alexander Uddin,700,686,2.00%
I-1845,New York,USA,NA,08-05-18,Refrigerator,Simon Hirst,1000,640,36.00%
I-1846,Tokyo,Japan,APAC,2/13/2016,Dishwasher,Rose Rowntree,500,440,12.00%
